*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.0.8 (Grounded)
*Date=19:41:40
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
160;;THT;46.5297;-81.9313;90;Bottom;J203
161;;;54.7497;-37.9986;0;Bottom;Copper Fill421
162;2.2;0805 [SMD];67.5572;-53.3563;0;Top;R67
163;;;51.054;-18.7835;0;Bottom;Copper Fill348
164;;;88.3793;-47.8792;0;Bottom;Copper Fill358
165;;;94.7928;-68.6056;0;Bottom;Copper Fill256
166;;;6.3881;-14.9862;0;Bottom;Copper Fill464
167;;;43.1038;-77.521;0;Bottom;Copper Fill235
168;;;50.2793;-22.4284;0;Bottom;Copper Fill531
169;;;95.9993;-92.9896;0;Bottom;Copper Fill510
170;;;42.8244;-39.7639;0;Bottom;Copper Fill114
171;;;4.7244;-42.3039;0;Bottom;Copper Fill76
172;;;12.5476;-53.0862;0;Bottom;Copper Fill22
173;;THT;46.5297;-89.5513;90;Bottom;J63
174;;;21.4471;-59.0713;0;Bottom;Via28
175;;THT;51.6097;-81.9313;90;Bottom;J201
176;;;87.884;-47.3839;0;Bottom;Copper Fill360
177;;;54.1528;-30.7342;0;Bottom;Copper Fill296
178;;;32.9946;-55.9691;0;Bottom;Copper Fill410
179;;;5.6896;-42.3039;0;Bottom;Copper Fill341
180;;;61.7093;-43.0278;0;Bottom;Copper Fill474
181;;;75.9841;-23.7492;0;Bottom;Copper Fill118
182;;;42.6593;-28.4482;0;Bottom;Copper Fill203
183;;;77.4446;-52.0956;0;Bottom;Copper Fill268
184;;;87.4141;-90.7036;0;Bottom;Copper Fill86
185;;;73.4441;-64.9988;0;Bottom;Copper Fill165
186;10k;0805 [SMD];36.3697;-24.7088;-90;Top;R54
187;;THT;56.6897;-87.0113;90;Bottom;J169
188;;THT;46.5297;-84.4713;90;Bottom;J124
189;;;80.4545;-33.96;0;Bottom;Copper Fill443
190;;THT;59.2297;-87.0113;90;Bottom;J172
191;;;50.2793;-10.4142;0;Bottom;Copper Fill396
192;100k;0805 [SMD];34.1472;-84.3987;-90;Top;R9
193;;;14.224;-28.0291;0;Bottom;Copper Fill207
194;;;75.0697;-14.3004;0;Bottom;Copper Fill530
195;;;49.0093;-64.8464;0;Bottom;Copper Fill188
196;;;94.7928;-40.6656;0;Bottom;Copper Fill284
197;;;14.5034;-68.0087;0;Bottom;Copper Fill512
198;;;95.8342;-28.6387;0;Bottom;Copper Fill158
199;;;54.4671;-53.3563;0;Bottom;Via47
200;22µF;0805 [SMD, multilayer];28.1147;-20.2637;-90;Top;C23
201;;;65.5193;-23.8;0;Bottom;Copper Fill527
202;;;65.8971;-61.6113;0;Bottom;Via94
203;;;39.37;-31.2422;0;Bottom;Copper Fill294
204;;;68.4371;-41.2913;0;Bottom;Via91
205;;;66.4845;-92.1768;0;Bottom;Copper Fill563
206;;;50.7746;-9.9443;0;Bottom;Copper Fill137
207;;;83.3628;-16.053;0;Bottom;Copper Fill57
208;;;94.7928;-50.8256;0;Bottom;Copper Fill24
209;;;97.2053;-13.0581;-90;Bottom;TXT4
210;;;2.8448;-26.4035;0;Bottom;Copper Fill333
211;;;49.784;-9.9443;0;Bottom;Copper Fill397
212;;;81.1371;-66.0563;0;Bottom;Via53
213;;;21.1074;-46.9902;0;Bottom;Copper Fill273
214;;;2.3749;-25.9336;0;Bottom;Copper Fill67
215;;;52.5621;-61.9288;0;Bottom;Via99
216;;;72.5646;-48.5938;0;Bottom;Via103
217;;;51.435;-74.1174;0;Bottom;Copper Fill244
218;;;94.869;-28.6387;0;Bottom;Copper Fill157
219;;;2.0193;-65.329;0;Bottom;Copper Fill78
220;;;69.042;-73.4491;0;Bottom;TXT1
221;;;89.5096;-58.5091;0;Bottom;Copper Fill446
222;;;43.7487;-94.0332;0;Bottom;TXT11
223;;;43.3197;-39.2686;0;Bottom;Copper Fill377
224;;;51.5493;-19.2788;0;Bottom;Copper Fill346
225;;;94.7928;-50.8256;0;Bottom;Copper Fill270
226;;;32.004;-55.9691;0;Bottom;Copper Fill150
227;2.49k;0805 [SMD];48.3621;-14.3037;0;Top;R3
228;;;60.9854;-22.9491;0;Bottom;Copper Fill469
229;;;14.7193;-28.5244;0;Bottom;Copper Fill205
230;;;80.5688;-38.4939;0;Bottom;Copper Fill133
231;;;3.9497;-35.3824;0;Bottom;Copper Fill483
232;;;73.5171;-64.4688;0;Bottom;Via8
233;;;70.5993;-28.8038;0;Bottom;Copper Fill117
234;;;5.2546;-42.2438;0;Bottom;Via135
235;;;15.748;-48.2856;0;Bottom;Copper Fill26
236;;;76.5302;-76.1748;0;Bottom;Copper Fill2
237;;;66.6241;-68.5713;-90;Bottom;TXT2
238;;;2.5146;-64.8083;0;Bottom;Copper Fill345
239;;;6.16416;-65.3047;-90;Bottom;TXT13
240;;;32.8168;-65.7735;0;Bottom;Copper Fill504
241;;;40.5892;-22.2887;0;Bottom;Copper Fill404
242;;;97.2063;-23.5949;-90;Bottom;TXT4
243;;;4.2545;-84.4044;0;Bottom;Copper Fill495
244;;;1.524;-64.8083;0;Bottom;Copper Fill80
245;;;81.5594;-66.0783;0;Bottom;Copper Fill107
246;;;40.4241;-64.8464;0;Bottom;Copper Fill184
247;;;21.1074;-41.9102;0;Bottom;Copper Fill35
248;;THT;51.6097;-87.0113;90;Bottom;J143
249;0.01µF;0805 [SMD, multilayer];13.7546;-53.3563;0;Top;C19
250;;;88.9889;-50.343;0;Bottom;Copper Fill449
251;0.1µF;0805 [SMD, multilayer];80.1847;-92.0187;90;Top;C15
252;2.2;0805 [SMD];67.5572;-58.4363;0;Top;R66
253;;;65.5193;-18.8978;0;Bottom;Copper Fill533
254;;;21.1074;-29.2102;0;Bottom;Copper Fill45
255;;;43.6712;-44.2391;0;Bottom;TXT3
256;;;65.532;-83.363;0;Bottom;Copper Fill229
257;;;12.6873;-50.343;0;Bottom;Copper Fill539
258;100k;0805 [SMD];88.0496;-58.4363;180;Top;R35
259;;;34.4166;-18.8661;0;Bottom;TXT4
260;;;87.4141;-63.0938;0;Bottom;Copper Fill191
261;;;21.4249;-58.6488;0;Bottom;Copper Fill355
262;;;21.1074;-16.5102;0;Bottom;Copper Fill321
263;;;52.832;-59.8426;0;Bottom;Copper Fill242
264;;;79.6036;-93.1039;0;Bottom;Copper Fill554
265;;;67.4116;-93.1039;0;Bottom;Copper Fill218
266;;;90.551;-91.4783;0;Bottom;Copper Fill551
267;;;51.5493;-19.2788;0;Bottom;Copper Fill82
268;;;97.3772;-18.4111;-90;Bottom;TXT4
269;;;46.1264;-9.195;0;Bottom;Copper Fill62
270;;;59.3335;-79.7762;0;Bottom;TXT11
271;;;7.5946;-7.7091;0;Bottom;Copper Fill337
272;;;41.0845;-21.7934;0;Bottom;Copper Fill403
273;1µF;0805 [SMD, multilayer];79.4771;-33.3538;180;Top;C12
274;;;3.9497;-36.8302;0;Bottom;Copper Fill482
275;;;21.1074;-34.2902;0;Bottom;Copper Fill293
276;0.22µF;0805 [SMD, multilayer];66.6047;-23.1938;0;Top;C10
277;;;21.1074;-41.9102;0;Bottom;Copper Fill283
278;;;22.0345;-93.5484;0;Bottom;Copper Fill175
279;;;5.2197;-42.7992;0;Bottom;Copper Fill74
280;;;81.6102;-76.1748;0;Bottom;Copper Fill247
281;;;54.7497;-37.9986;0;Bottom;Copper Fill162
282;;;43.7245;-54.2556;0;Bottom;IMG1
283;;;35.9804;-50.9814;0;Bottom;TXT11
284;;;84.1502;-76.1748;0;Bottom;Copper Fill3
285;;;97.2137;-85.1474;0;Bottom;TXT8
286;;;41.0845;-22.784;0;Bottom;Copper Fill402
287;;;73.4441;-64.9988;0;Bottom;Copper Fill424
288;;;94.7928;-43.2056;0;Bottom;Copper Fill280
289;;;2.0193;-81.204;0;Bottom;Copper Fill384
290;;;64.9986;-23.2539;0;Bottom;Copper Fill529
291;;v18za2p;91.2972;-87.7662;-90;Bottom;U2
292;;;50.4444;-35.4332;0;Bottom;Copper Fill287
293;;;41.0845;-21.7934;0;Bottom;Copper Fill142
294;;;61.7093;-38.278;0;Bottom;Copper Fill477
295;;;50.2793;-9.449;0;Bottom;Copper Fill135
296;;THT;54.1497;-81.9313;90;Bottom;J204
297;;;75.4888;-23.2539;0;Bottom;Copper Fill120
298;;;97.409;-43.0786;0;Bottom;Copper Fill30
299;;;21.1074;-46.9902;0;Bottom;Copper Fill29
300;100k;0805 [SMD];88.1947;-36.2113;180;Top;R38
301;;;97.2662;-94.8832;0;Bottom;TXT9
