*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.4.5 (gnd)
*Date=18:40:24
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
270;;;86.7918;-29.642;0;Bottom;Copper Fill321
271;;DIP (Dual Inline) [THT];82.9903;-18.0658;-90;Bottom;IC3
272;;;49.9237;-89.5098;0;Bottom;Copper Fill223
273;;;9.9441;-91.3132;0;Bottom;Copper Fill372
274;;;60.5536;-69.8883;0;Bottom;Copper Fill383
275;;;15.0241;-8.4584;0;Bottom;Copper Fill132
276;;;71.6788;-36.5127;0;Bottom;Copper Fill447
277;;;33.1427;-25.0508;0;Bottom;Via135
278;;;70.2437;-22.53;0;Bottom;Copper Fill541
279;;;70.5485;-84.9632;0;Bottom;Copper Fill160
280;;;7.8232;-26.3527;0;Bottom;Copper Fill453
281;;;94.4118;-45.0598;0;Bottom;Copper Fill40
282;;;11.303;-46.5838;0;Bottom;Copper Fill37
283;;;32.1437;-83.49;0;Bottom;Copper Fill503
284;;;11.7348;-23.4063;0;Bottom;Copper Fill177
285;;THT;78.5453;-8.22331;-90;Bottom;JP4
286;;;22.6441;-84.6076;0;Bottom;Copper Fill90
287;;;94.4118;-39.9798;0;Bottom;Copper Fill43
288;;;63.2206;-26.2638;0;Bottom;Copper Fill56
289;;;87.757;-71.7806;0;Bottom;Copper Fill10
290;;;88.519;-45.0979;0;Bottom;Copper Fill476
291;;;20.6756;-65.2655;0;Bottom;Copper Fill198
292;;;88.519;-60.9983;0;Bottom;Copper Fill474
293;1k;0805 [SMD];42.0327;-71.3058;90;Top;R50
294;;;88.1634;-34.6331;0;Bottom;Copper Fill417
295;2.49k;0805 [SMD];67.1878;-63.1508;0;Top;R61
296;;;15.0241;-83.49;0;Bottom;Copper Fill185
297;;;47.3837;-22.53;0;Bottom;Copper Fill544
298;;;39.8102;-88.8684;0;Bottom;Via97
299;;;70.5485;-83.998;0;Bottom;Copper Fill441
300;;;31.8389;-9.7284;0;Bottom;Copper Fill234
