*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.0.8 (Grounded)
*Date=14:52:36
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
254;;;3.302;-92.5959;0;Bottom;Copper Fill462
255;;;49.9364;-65.7735;0;Bottom;Copper Fill477
256;;;32.8549;-16.1038;0;Bottom;Copper Fill384
257;;;12.5349;-33.5536;0;Bottom;Copper Fill514
258;10;0805 [SMD];72.6372;-53.3563;0;Top;R27
259;100k;0805 [SMD];34.1472;-84.3987;-90;Top;R9
260;;;53.8988;-58.5091;0;Bottom;Copper Fill100
261;;;83.1088;-41.3387;0;Bottom;Copper Fill168
262;;;21.1074;-19.0502;0;Bottom;Copper Fill301
263;;;44.6532;-24.9811;0;Bottom;Copper Fill490
264;;;66.5321;-81.9314;0;Bottom;Via114
265;;;28.0797;-65.456;0;Bottom;Copper Fill431
266;;THT;21.2567;-31.7663;0;Bottom;J4
267;;THT;49.0697;-87.0113;90;Bottom;J179
268;;;50.6476;-23.2666;0;Bottom;Copper Fill44
269;;;83.9597;-82.3216;0;Bottom;Copper Fill472
270;;;49.784;-9.9443;0;Bottom;Copper Fill381
271;;;61.6797;-94.3402;0;Bottom;TXT11
272;;;3.9846;-20.3363;0;Bottom;Via122
273;;;27.5336;-65.9767;0;Bottom;Copper Fill432
274;;;47.7774;-93.269;0;Bottom;Copper Fill207
275;;;95.3389;-29.134;0;Bottom;Copper Fill316
276;;;66.4845;-94.0564;0;Bottom;Copper Fill534
277;;;76.5302;-76.1748;0;Bottom;Copper Fill2
278;;;94.7928;-50.8256;0;Bottom;Copper Fill257
279;;;51.5493;-18.3136;0;Bottom;Copper Fill331
280;;;83.6676;-8.6108;0;Bottom;Copper Fill64
281;;;65.5193;-18.8978;0;Bottom;Copper Fill505
282;120;0805 [SMD];31.2897;-24.7088;-90;Top;R62
283;;;21.1074;-29.2102;0;Bottom;Copper Fill288
284;;;4.2545;-86.284;0;Bottom;Copper Fill165
285;;;3.34982;-75.5812;0;Bottom;Hole1
286;;;34.1249;-34.1886;0;Bottom;Copper Fill126
287;;DIP (Dual Inline) [THT];83.3597;-18.7488;-90;Bottom;IC3
288;;;28.0797;-18.7708;0;Bottom;Copper Fill433
289;;;91.2971;-17.1614;0;Bottom;Via118
290;;;54.7847;-38.4338;0;Bottom;Via132
291;;;37.6158;-84.8869;-90;Bottom;TXT11
292;;;75.9841;-23.7492;0;Bottom;Copper Fill364
293;;;21.1074;-36.8302;0;Bottom;Copper Fill41
294;;;61.7093;-43.0278;0;Bottom;Copper Fill448
295;;;82.0166;-13.3352;0;Bottom;Copper Fill310
296;10pF;0805 [SMD, multilayer];8.74716;-40.2663;90;Top;C18
297;0.1µF;0805 [SMD, multilayer];80.1847;-92.0187;90;Top;C15
298;;;56.6928;-78.5116;0;Bottom;Copper Fill227
299;0.22µF;0805 [SMD, multilayer];60.4997;-32.6463;-90;Top;C8
300;;;76.5556;-13.9956;0;Bottom;Copper Fill60
301;;;91.2241;-92.1768;0;Bottom;Copper Fill522
302;0.22µF;0805 [SMD, multilayer];60.4997;-23.9013;-90;Top;C6
303;;;35.0266;-36.8556;0;Bottom;Copper Fill36
304;;;77.4446;-54.5848;0;Bottom;Copper Fill253
305;;;40.4241;-64.8464;0;Bottom;Copper Fill172
306;;;94.7928;-45.7456;0;Bottom;Copper Fill31
307;;;7.0358;-15.3291;0;Bottom;Copper Fill439
308;;;12.5349;-34.5188;0;Bottom;Copper Fill193
309;1k;0805 [SMD];91.2972;-14.2312;-90;Top;R60
310;;;34.4166;-18.8661;0;Bottom;TXT4
311;;;95.9993;-92.9896;0;Bottom;Copper Fill482
312;;TO220 [THT];24.6222;-91.0572;180;Bottom;Q3
313;;TO220 [THT];33.4487;-68.2788;90;Bottom;Q5
314;;;77.47;-42.6214;0;Bottom;Copper Fill267
315;1k;0805 [SMD];78.5246;-11.7637;180;Top;R39
316;;;53.7845;-65.456;0;Bottom;Copper Fill404
317;;;1.524;-80.7087;0;Bottom;Copper Fill370
318;;;14.3256;-64.1606;0;Bottom;Copper Fill12
319;;;12.6873;-53.9752;0;Bottom;Copper Fill444
320;;;65.532;-93.1039;0;Bottom;Copper Fill204
321;;;72.0344;-92.4435;0;Bottom;Copper Fill533
322;;;95.0341;-83.4392;0;Bottom;Copper Fill106
323;;;54.7497;-38.9892;0;Bottom;Copper Fill72
324;1k;0805 [SMD];13.8272;-91.7012;-90;Top;R15
325;;;86.9188;-91.1735;0;Bottom;Copper Fill85
326;;;0.794703;-63.7516;-90;Bottom;MPX4250AP1
327;;;21.1074;-34.2902;0;Bottom;Copper Fill43
328;;;40.7416;-81.458;0;Bottom;Copper Fill217
329;;;9.2456;-39.3067;0;Bottom;Copper Fill428
330;;;52.8574;-93.269;0;Bottom;Copper Fill209
331;;;38.6334;-88.6335;0;Bottom;Copper Fill184
332;;;43.7245;-54.2556;0;Bottom;IMG1
333;;;77.6446;-17.1614;0;Bottom;Via116
334;;;41.5798;-22.2887;0;Bottom;Copper Fill389
335;;SO16;81.1372;-68.5963;90;Bottom;DRV8825
336;;;54.2544;-38.4939;0;Bottom;Copper Fill324
337;;;70.5993;-28.8038;0;Bottom;Copper Fill115
338;;;73.6854;-33.7187;0;Bottom;Copper Fill510
339;;;94.7928;-76.2256;0;Bottom;Copper Fill4
340;;;75.9841;-23.7492;0;Bottom;Copper Fill116
341;;;83.9597;-84.2012;0;Bottom;Copper Fill169
342;10µF;A 3216 [SMD, tantalum];84.3121;-91.5862;-90;Top;C16
343;0.1µF;0805 [SMD, multilayer];70.3422;-32.6463;90;Top;C7
344;;;54.3052;-65.9767;0;Bottom;Copper Fill406
345;;;84.5693;-21.768;0;Bottom;Copper Fill171
346;;;8.1534;-39.3067;0;Bottom;Copper Fill427
347;;;55.3974;-93.269;0;Bottom;Copper Fill210
348;;;23.1902;-12.7891;0;Bottom;Copper Fill457
349;;THT;95.1072;-10.4938;180;Bottom;JP3
350;;;89.5096;-58.5091;0;Bottom;Copper Fill420
351;;0805 [SMD];62.7947;-38.7513;0;Top;LED4
352;;;31.4452;-38.278;0;Bottom;Copper Fill264
353;;;87.4141;-63.0938;0;Bottom;Copper Fill179
354;;;70.0246;-45.4188;0;Bottom;Via102
355;;;95.5294;-82.9439;0;Bottom;Copper Fill359
356;;TO220 [THT];24.6222;-83.7547;180;Bottom;Q1
357;2.49k;0805 [SMD];46.2847;-18.4312;180;Top;R1
358;;;66.4845;-94.0564;0;Bottom;Copper Fill202
359;;;4.2545;-93.5484;0;Bottom;Copper Fill160
360;;;45.1993;-25.5018;0;Bottom;Copper Fill489
361;;;40.3606;-88.6335;0;Bottom;Copper Fill486
362;;;65.5193;-19.99;0;Bottom;Copper Fill504
363;;;65.8971;-61.6113;0;Bottom;Via94
364;;;94.7928;-50.8256;0;Bottom;Copper Fill24
365;1k;0805 [SMD];28.1147;-71.8438;90;Top;R51
366;;DIP (Dual Inline) [THT];80.1847;-54.6263;180;Bottom;IC1
367;0.01µF;0805 [SMD, multilayer];13.7546;-53.3563;0;Top;C19
368;1k;0805 [SMD];88.1947;-41.2913;180;Top;R30
369;;;60.9854;-22.9491;0;Bottom;Copper Fill443
370;;;61.1886;-53.4291;0;Bottom;Copper Fill447
371;;;21.1074;-29.2102;0;Bottom;Copper Fill45
372;;;73.9394;-64.5035;0;Bottom;Copper Fill155
373;;;60.4393;-34.2394;0;Bottom;Copper Fill496
374;;;13.0048;-34.0235;0;Bottom;Copper Fill516
375;;;61.7093;-53.9752;0;Bottom;Copper Fill446
376;;;17.1704;-92.7483;0;Bottom;Copper Fill412
377;;;30.9626;-40.3354;0;Bottom;Copper Fill261
378;;;80.5688;-66.0783;0;Bottom;Copper Fill104
379;;;69.8754;-89.3955;0;Bottom;Copper Fill530
380;;;2.0796;-80.6614;0;Bottom;Via78
381;;;88.3793;-46.8886;0;Bottom;Copper Fill343
382;;;32.4993;-55.4738;0;Bottom;Copper Fill393
383;;;59.2328;-78.5116;0;Bottom;Copper Fill228
384;;;43.9293;-93.0404;0;Bottom;Copper Fill192
385;220;0805 [SMD];91.2972;-24.3913;-90;Top;R59
386;100k;0805 [SMD];16.6847;-84.3987;-90;Top;R14
387;;;3.302;-92.5959;0;Bottom;Copper Fill162
388;;;54.8894;-58.5091;0;Bottom;Copper Fill101
389;;;76.0571;-23.1938;0;Bottom;Via75
390;2.49k;0805 [SMD];48.3621;-14.3037;0;Top;R3
391;;;80.4545;-33.96;0;Bottom;Copper Fill417
392;;;73.1393;-34.2394;0;Bottom;Copper Fill509
393;;;94.7928;-53.3656;0;Bottom;Copper Fill21
394;;;21.1074;-24.1302;0;Bottom;Copper Fill295
395;;;91.44;-42.342;0;Bottom;Copper Fill65
396;47µF;200 mil [THT, tantalum];72.8822;-89.8688;90;Bottom;C14
397;;THT;78.9147;-8.90629;-90;Bottom;JP4
398;1k;0805 [SMD];45.2597;-71.8438;90;Top;R50
399;1k;0805 [SMD];13.8272;-84.3987;-90;Top;R16
400;22µF;0805 [SMD, multilayer];28.1147;-20.2637;-90;Top;C23
401;;THT;51.6097;-89.5513;90;Bottom;J186
402;;;81.6102;-76.1748;0;Bottom;Copper Fill234
403;;;32.5596;-55.8963;0;Bottom;Via131
404;;;81.1371;-66.0563;0;Bottom;Via53
405;100nF;0805 [SMD, multilayer];75.1047;-15.7913;90;Top;C24
406;;;21.1074;-44.4502;0;Bottom;Copper Fill32
407;;;57.8104;-30.404;0;Bottom;Copper Fill286
408;;TO220 [THT];6.8422;-91.0572;180;Bottom;Q2
409;1µF;0805 [SMD, multilayer];62.7947;-61.6113;0;Top;C11
410;;;94.7928;-73.6856;0;Bottom;Copper Fill5
411;;;73.9902;-76.1748;0;Bottom;Copper Fill1
412;;;21.8948;-59.1187;0;Bottom;Copper Fill341
413;;;81.1371;-38.4338;0;Bottom;Via119
414;;;81.0641;-37.9986;0;Bottom;Copper Fill378
415;;;21.1074;-52.0702;0;Bottom;Copper Fill23
416;;;2.5146;-64.8083;0;Bottom;Copper Fill79
417;;;23.876;-21.6156;0;Bottom;Copper Fill52
418;;;33.8328;-23.5714;0;Bottom;Copper Fill294
419;;;52.0446;-18.7835;0;Bottom;Copper Fill82
420;;;21.1074;-19.0502;0;Bottom;Copper Fill55
421;;;16.4084;-12.243;0;Bottom;Copper Fill303
422;;;25.8953;-78.3846;0;Bottom;Copper Fill188
423;;;59.6646;-18.7835;0;Bottom;Copper Fill145
424;;;25.8953;-76.6828;0;Bottom;Copper Fill189
425;;;86.9188;-91.1735;0;Bottom;Copper Fill336
426;;;47.4821;-20.6538;0;Bottom;Via125
427;;;32.004;-55.9691;0;Bottom;Copper Fill148
428;;;70.5993;-29.7944;0;Bottom;Copper Fill114
429;;;83.3882;-17.1706;0;Bottom;Copper Fill50
430;;;32.8168;-65.7735;0;Bottom;Copper Fill476
431;;;21.4471;-59.0713;0;Bottom;Via28
432;;;94.7928;-60.9856;0;Bottom;Copper Fill247
433;;;54.8132;-12.3319;0;Bottom;Copper Fill508
434;;;84.1502;-76.1748;0;Bottom;Copper Fill235
435;;THT;85.8997;-8.90629;90;Bottom;JP5
436;;;94.7928;-73.6856;0;Bottom;Copper Fill240
